sentence,label,polygon_name,h3_cell,latitude,longitude,source,region,source_url,source_item_id,language
"Driehoekige gebied in noordoostelike Afrika, wat deur Egipte en Soedan betwis word en deur Egipte geadministreer word.",no,مثلث حلايب,8353a0fffffffff,22.650665150000002,35.5948757,description,egypt,https://www.openstreetmap.org/relation/4081614,332917270763f114,af
Privaat tennislesse beskikbaar.,no,,83674cfffffffff,10.46229565,-66.83131295000001,description,venezuela,https://www.openstreetmap.org/way/585252064,9aac252603938bf9,af
Een van verskeie in die gebied.,no,Tar-o Sar (outer site),834353fffffffff,30.58889775,62.066776450000006,description,afghanistan,https://www.openstreetmap.org/way/548041915,8b35cc09a4fcea4c,af
Per toeval deur Ray Martin ontdek toe hy op 11 000 meter hoogte daaroor gevlieg het.,no,Running Man Rock,839d4dfffffffff,-22.2342085,138.59343255,description,australia,https://www.openstreetmap.org/way/1357774915,e52f2c6daf4c67e0,af
Omkleedkamer vir warmbronne,no,,831b20fffffffff,60.50744835,-45.333777749999996,description,greenland,https://www.openstreetmap.org/way/235199923,dbaf8c246c238ba4,af
"Verskeie mans wat in die film/boek ""We of the Never Never"" genoem word: Aeneas James Gunn, The Maluka, John McLennan, Tom Pearce, J.H. George Conway, William Cleary, Jack Angus Grant, Edward Liddle.",no,Elsey Cemetery,839c4bfffffffff,-15.07868075,133.1233692,description,australia,https://www.openstreetmap.org/way/263012688,a4b350fa988b3ed7,af
Die dele van die Australiese vasteland wat volgens die Köppen–Geiger-klimaatklassifikasiestelsel as BW geklassifiseer word.,no,,83b81bfffffffff,-26.442344900000002,128.98425255,description,australia,https://www.openstreetmap.org/relation/8043873,625e874a2fcd67a6,af
Dit lyk asof 'n hoek aan die struktuur ontbreek.,no,,836a12fffffffff,4.7370529,22.7134542,description,central-african-republic,https://www.openstreetmap.org/way/847721727,9a79fc0926438312,af
Gastehuis,no,La caz' a Chisy,83a250fffffffff,-21.13996735,55.4892943,description,reunion,https://www.openstreetmap.org/way/1019728759,083f49bdf6a21995,af
Verkoop handwerk wat deur plaaslike kunstenaars gemaak is,no,Local Artists Tamarindo,836d6afffffffff,10.29873755,-85.84095925,description,costa-rica,https://www.openstreetmap.org/way/392328154,411885f8b3daaeb5,af
Binne is die kontemporêre meubels en die traprotunda bewaar.,no,"Beer, Sondheimer & Co. Gebäude",831faefffffffff,50.1159844,8.6676173,description,hessen,https://www.openstreetmap.org/way/42730588,6b03f260f8e42fab,af
