sentence,label,polygon_name,h3_cell,latitude,longitude,source,region,source_url,source_item_id,language
ดินแดนรูปสามเหลี่ยมทางตะวันออกเฉียงเหนือของแอฟริกา ซึ่งเป็นพื้นที่พิพาทระหว่างอียิปต์และซูดาน และอยู่ภายใต้การบริหารของอียิปต์,no,مثلث حلايب,8353a0fffffffff,22.650665150000002,35.5948757,description,egypt,https://www.openstreetmap.org/relation/4081614,332917270763f114,th
มีบทเรียนเทนนิสส่วนตัวให้บริการ,no,,83674cfffffffff,10.46229565,-66.83131295000001,description,venezuela,https://www.openstreetmap.org/way/585252064,9aac252603938bf9,th
หนึ่งในหลายแห่งในพื้นที่,no,Tar-o Sar (outer site),834353fffffffff,30.58889775,62.066776450000006,description,afghanistan,https://www.openstreetmap.org/way/548041915,8b35cc09a4fcea4c,th
"ถูกค้นพบโดยบังเอิญโดย Ray Martin ขณะบินอยู่ที่ระดับความสูง 11,000 เมตร",no,Running Man Rock,839d4dfffffffff,-22.2342085,138.59343255,description,australia,https://www.openstreetmap.org/way/1357774915,e52f2c6daf4c67e0,th
ห้องเปลี่ยนเสื้อผ้าสำหรับบ่อน้ำพุร้อน,no,,831b20fffffffff,60.50744835,-45.333777749999996,description,greenland,https://www.openstreetmap.org/way/235199923,dbaf8c246c238ba4,th
"บุคคลหลายคนที่กล่าวถึงในภาพยนตร์/หนังสือเรื่อง “We of the Never Never”: Aeneas James Gunn, The Maluka, John McLennan, Tom Pearce, J.H. George Conway, William Cleary, Jack Angus Grant, Edward Liddle.",no,Elsey Cemetery,839c4bfffffffff,-15.07868075,133.1233692,description,australia,https://www.openstreetmap.org/way/263012688,a4b350fa988b3ed7,th
ส่วนต่าง ๆ ของแผ่นดินใหญ่ของออสเตรเลียที่จัดอยู่ในประเภท BW ตามระบบการจำแนกภูมิอากาศเคิปเปน–ไกเกอร์,no,,83b81bfffffffff,-26.442344900000002,128.98425255,description,australia,https://www.openstreetmap.org/relation/8043873,625e874a2fcd67a6,th
ดูเหมือนว่ามุมหนึ่งของโครงสร้างจะหายไป,no,,836a12fffffffff,4.7370529,22.7134542,description,central-african-republic,https://www.openstreetmap.org/way/847721727,9a79fc0926438312,th
เกสต์เฮาส์,no,La caz' a Chisy,83a250fffffffff,-21.13996735,55.4892943,description,reunion,https://www.openstreetmap.org/way/1019728759,083f49bdf6a21995,th
จำหน่ายงานฝีมือที่สร้างสรรค์โดยศิลปินท้องถิ่น,no,Local Artists Tamarindo,836d6afffffffff,10.29873755,-85.84095925,description,costa-rica,https://www.openstreetmap.org/way/392328154,411885f8b3daaeb5,th
ภายในยังคงรักษาเครื่องเรือนร่วมสมัยและโถงบันไดทรงกลมไว้,no,"Beer, Sondheimer & Co. Gebäude",831faefffffffff,50.1159844,8.6676173,description,hessen,https://www.openstreetmap.org/way/42730588,6b03f260f8e42fab,th
ไฟฟ้าสนับสนุนเหมืองบอกไซต์ Weipa โรงงานแปรรูป และเมืองที่ตั้งอยู่ทางฝั่งตะวันตกของคาบสมุทร Cape York ในรัฐควีนส์แลนด์ ประเทศออสเตรเลีย,no,Weipa Solar Farm,839ce4fffffffff,-12.64685385,141.85648745,description,australia,https://www.openstreetmap.org/way/1229842269,1c891733227be641,th
สำหรับนักศึกษาวิจัย,no,ABU Institute lib,835818fffffffff,11.15120385,7.65502275,description,nigeria,https://www.openstreetmap.org/way/483941738,45361615e390b1a7,th
เศษโลหะหรืออะไรทำนองนั้น?,no,,83540cfffffffff,15.16910425,-12.176872849999999,description,mauritania,https://www.openstreetmap.org/way/1079848653,8dfac4a3dba8ddef,th
ลานบิน?,yes,Airstrip,8352e6fffffffff,15.22977665,44.983853100000005,description,yemen,https://www.openstreetmap.org/way/798881102,e589688820307ef6,th
กากนิวเคลียร์ที่อดีตสหภาพโซเวียตนำไปจมตั้งแต่ปี 1966 ถึง 1989,no,,830111fffffffff,72.5,35.0,description,russia-northwestern-fed-district,https://www.openstreetmap.org/relation/11285920,e9088cc3698b77f3,th
ข้ามไปยังการนำทาง,no,Launchpad 41/15,8321a9fffffffff,45.9736039,63.66350095,description,kazakhstan,https://www.openstreetmap.org/way/169401013,e316f8b8e6426ef9,th
เปิดให้บริการในเดือนมิถุนายน 2019,no,Trison,8372d6fffffffff,-4.262987799999999,139.68465105,description,indonesia-papua,https://www.openstreetmap.org/way/767407882,e0c46181d6f78444,th
ชายหาด,yes,,8338d4fffffffff,26.347407500000003,1.4621255,description,algeria,https://www.openstreetmap.org/way/1251874682,4d89e54803598cc9,th
อดีตสถานที่ตั้งของบ้านพักผ่อน Holy Name; เคยเป็นเจ้าของและดำเนินการโดยสังฆมณฑลคาทอลิกแห่งกรีนเบย์,no,,832740fffffffff,45.19913735,-87.34064065,description,us-wisconsin,https://www.openstreetmap.org/relation/11195573,ef1b719ae03b0453,th
ศิลปะและบันเทิง โรงเรียนสอนเต้น สตูดิโอเต้น กิจกรรมสำหรับเด็ก โรงเรียนดนตรี องค์กรไม่แสวงหากำไร โรงเรียนเอกชน ครูสอนพิเศษส่วนตัว ศิลปะสาธารณะ ชมรมเยาวชน,no,San Angelo Broadway Academy,83488afffffffff,31.4527921,-100.46448895,description,us-texas,https://www.openstreetmap.org/way/782694783,27f525c411d99115,th
ตั้งอยู่ห่างจากเมืองโอเอซิส M’hamid El Ghizlane เดิน 20 นาที,no,Desert Camp Chraika,8338a4fffffffff,29.8385325,-5.7381302000000005,description,morocco,https://www.openstreetmap.org/way/1175183601,3e235c9d8355bc59,th
คำสวดมนต์ครั้งใหญ่,no,2nd biggest Mosque,8358b5fffffffff,9.454903250000001,0.81155555,description,togo,https://www.openstreetmap.org/way/403445668,51f860d83e26c40a,th
เป็นสถานที่ว่ายน้ำที่ยอดเยี่ยม,no,Jhaji Beach,83640bfffffffff,11.388757049999999,92.5899435,description,india-southern-zone,https://www.openstreetmap.org/relation/9964540,42cbd0df454cc48c,th
กิจกรรมฟรีในพื้นที่มีหลังคา,yes,,83a813fffffffff,-22.95501775,-47.054361,description,brazil-sudeste,https://www.openstreetmap.org/way/548704198,49b3ad4c9313791f,th
ตกลง ทางตะวันตกเฉียงเหนือ (ใช้งานได้ 550 เมตร),no,Pibor Airport,836a46fffffffff,6.79846435,33.126115299999995,description,south-sudan,https://www.openstreetmap.org/way/254760296,06ad8bca5b9e0ace,th
ถูกทิ้งร้าง,no,BLC Gas Station,836940fffffffff,15.336570649999999,119.96618345,description,philippines,https://www.openstreetmap.org/way/1080703682,5e6b5a174f4e6e8a,th
ร้านอาหารสำเร็จรูปท้องถิ่นที่เสิร์ฟอาหารเช้าเต็มรูปแบบ แซนด์วิชกับขนมปังอบสดใหม่ รวมถึงสลัดโฮมเมดหลากหลายชนิด,no,Calabash Deli,832ad3fffffffff,33.8911925,-78.5662103,description,us-north-carolina,https://www.openstreetmap.org/way/349880224,081a02879c3a55a9,th
เบอร์เกอร์และเบียร์,no,Kite Cable Cafe.,836589fffffffff,12.388952450000001,99.96708555000001,description,thailand,https://www.openstreetmap.org/way/321076261,5d7dd65f62b249e5,th
"มีฝักบัวให้ใช้เพียงวันละ 4 ชั่วโมงที่ไม่สะดวก (9–11, 21–23)",no,Rada Tilly Camping Municipal,83cf9efffffffff,-45.91740615,-67.55084740000001,description,argentina,https://www.openstreetmap.org/way/496391696,a50fa7112a365a2a,th
ถูกทิ้งร้าง,no,,830a2efffffffff,66.45463755,86.05173195,description,russia-siberian-fed-district,https://www.openstreetmap.org/way/204214264,f43bc8a1b83a25b4,th
