sentence,label,polygon_name,h3_cell,latitude,longitude,source,region,source_url,source_item_id,language
ទឹកដីរាងត្រីកោណនៅភាគឦសាននៃទ្វីបអាហ្វ្រិក ដែលអេហ្ស៊ីប និងស៊ូដង់ទាមទារ ហើយអេហ្ស៊ីបជាអ្នកគ្រប់គ្រង។,no,مثلث حلايب,8353a0fffffffff,22.650665150000002,35.5948757,description,egypt,https://www.openstreetmap.org/relation/4081614,332917270763f114,km
មានផ្តល់មេរៀនវាយតេន្នីសឯកជន។,no,,83674cfffffffff,10.46229565,-66.83131295000001,description,venezuela,https://www.openstreetmap.org/way/585252064,9aac252603938bf9,km
មួយក្នុងចំណោមកន្លែងជាច្រើននៅក្នុងតំបន់នេះ។,no,Tar-o Sar (outer site),834353fffffffff,30.58889775,62.066776450000006,description,afghanistan,https://www.openstreetmap.org/way/548041915,8b35cc09a4fcea4c,km
"Ray Martin បានរកឃើញដោយចៃដន្យ ខណៈកំពុងហោះហើរនៅកម្ពស់ 11,000 ម៉ែត្រ។",no,Running Man Rock,839d4dfffffffff,-22.2342085,138.59343255,description,australia,https://www.openstreetmap.org/way/1357774915,e52f2c6daf4c67e0,km
បន្ទប់ផ្លាស់សម្លៀកបំពាក់សម្រាប់ប្រភពទឹកក្តៅ,no,,831b20fffffffff,60.50744835,-45.333777749999996,description,greenland,https://www.openstreetmap.org/way/235199923,dbaf8c246c238ba4,km
"បុរសជាច្រើនដែលត្រូវបានលើកឡើងក្នុងខ្សែភាពយន្ត/សៀវភៅ ""We of the Never Never""៖ Aeneas James Gunn, The Maluka, John McLennan, Tom Pearce, J.H. George Conway, William Cleary, Jack Angus Grant, Edward Liddle។",no,Elsey Cemetery,839c4bfffffffff,-15.07868075,133.1233692,description,australia,https://www.openstreetmap.org/way/263012688,a4b350fa988b3ed7,km
ផ្នែកនៃដីគោកអូស្ត្រាលីដែលត្រូវបានចាត់ថ្នាក់ជា BW ក្នុងប្រព័ន្ធចាត់ថ្នាក់អាកាសធាតុ Köppen–Geiger។,no,,83b81bfffffffff,-26.442344900000002,128.98425255,description,australia,https://www.openstreetmap.org/relation/8043873,625e874a2fcd67a6,km
វាមើលទៅដូចជាមុំមួយបានបាត់ពីសំណង់នេះ។,no,,836a12fffffffff,4.7370529,22.7134542,description,central-african-republic,https://www.openstreetmap.org/way/847721727,9a79fc0926438312,km
ផ្ទះសំណាក់,no,La caz' a Chisy,83a250fffffffff,-21.13996735,55.4892943,description,reunion,https://www.openstreetmap.org/way/1019728759,083f49bdf6a21995,km
លក់សិប្បកម្មដែលធ្វើដោយសិល្បករក្នុងតំបន់,no,Local Artists Tamarindo,836d6afffffffff,10.29873755,-85.84095925,description,costa-rica,https://www.openstreetmap.org/way/392328154,411885f8b3daaeb5,km
នៅខាងក្នុង គ្រឿងសង្ហារឹមបែបសហសម័យ និងរង្វង់មូលជណ្តើរត្រូវបានរក្សាទុក។,no,"Beer, Sondheimer & Co. Gebäude",831faefffffffff,50.1159844,8.6676173,description,hessen,https://www.openstreetmap.org/way/42730588,6b03f260f8e42fab,km
អគ្គិសនីផ្គត់ផ្គង់អណ្តូងរ៉ែបុកស៊ីត Weipa រោងចក្រកែច្នៃ និងទីប្រជុំជនដែលស្ថិតនៅខាងលិចឧបទ្វីប Cape York ក្នុងរដ្ឋ Queensland ប្រទេសអូស្ត្រាលី។,no,Weipa Solar Farm,839ce4fffffffff,-12.64685385,141.85648745,description,australia,https://www.openstreetmap.org/way/1229842269,1c891733227be641,km
សម្រាប់និស្សិតស្រាវជ្រាវ,no,ABU Institute lib,835818fffffffff,11.15120385,7.65502275,description,nigeria,https://www.openstreetmap.org/way/483941738,45361615e390b1a7,km
ដែកអេតចាយ ឬអ្វីប្រហាក់ប្រហែល?,no,,83540cfffffffff,15.16910425,-12.176872849999999,description,mauritania,https://www.openstreetmap.org/way/1079848653,8dfac4a3dba8ddef,km
ផ្លូវចុះចតយន្តហោះ?,yes,Airstrip,8352e6fffffffff,15.22977665,44.983853100000005,description,yemen,https://www.openstreetmap.org/way/798881102,e589688820307ef6,km
កាកសំណល់នុយក្លេអ៊ែរ ដែលអតីតសហភាពសូវៀតបានជ្រមុជពីឆ្នាំ 1966 ដល់ 1989,no,,830111fffffffff,72.5,35.0,description,russia-northwestern-fed-district,https://www.openstreetmap.org/relation/11285920,e9088cc3698b77f3,km
លោតទៅកាន់ការរុករក,no,Launchpad 41/15,8321a9fffffffff,45.9736039,63.66350095,description,kazakhstan,https://www.openstreetmap.org/way/169401013,e316f8b8e6426ef9,km
បើកនៅខែមិថុនា ឆ្នាំ 2019,no,Trison,8372d6fffffffff,-4.262987799999999,139.68465105,description,indonesia-papua,https://www.openstreetmap.org/way/767407882,e0c46181d6f78444,km
ឆ្នេរខ្សាច់,yes,,8338d4fffffffff,26.347407500000003,1.4621255,description,algeria,https://www.openstreetmap.org/way/1251874682,4d89e54803598cc9,km
ទីតាំងអតីតនៃ Holy Name Retreat House; ជាកម្មសិទ្ធិ/ដំណើរការដោយភូមិភាគកាតូលិក Green Bay។,no,,832740fffffffff,45.19913735,-87.34064065,description,us-wisconsin,https://www.openstreetmap.org/relation/11195573,ef1b719ae03b0453,km
"សិល្បៈ និងការកម្សាន្ត, សាលារាំ, ស្ទូឌីយោរាំ, សកម្មភាពកុមារ, សាលាតន្ត្រី, អង្គការមិនរកប្រាក់ចំណេញ, សាលាឯកជន, គ្រូបង្រៀនឯកជន, សិល្បៈសាធារណៈ, ក្លឹបយុវជន",no,San Angelo Broadway Academy,83488afffffffff,31.4527921,-100.46448895,description,us-texas,https://www.openstreetmap.org/way/782694783,27f525c411d99115,km
វាស្ថិតនៅចម្ងាយដើរ 20 នាទីពីទីប្រជុំជនអូអាស៊ីស M’hamid El Ghizlane។,no,Desert Camp Chraika,8338a4fffffffff,29.8385325,-5.7381302000000005,description,morocco,https://www.openstreetmap.org/way/1175183601,3e235c9d8355bc59,km
ការអធិស្ឋានធំៗ,no,2nd biggest Mosque,8358b5fffffffff,9.454903250000001,0.81155555,description,togo,https://www.openstreetmap.org/way/403445668,51f860d83e26c40a,km
កន្លែងល្អសម្រាប់ហែលទឹក។,no,Jhaji Beach,83640bfffffffff,11.388757049999999,92.5899435,description,india-southern-zone,https://www.openstreetmap.org/relation/9964540,42cbd0df454cc48c,km
តំបន់គ្របដណ្តប់សម្រាប់សកម្មភាពឥតគិតថ្លៃ,yes,,83a813fffffffff,-22.95501775,-47.054361,description,brazil-sudeste,https://www.openstreetmap.org/way/548704198,49b3ad4c9313791f,km
OK NW (អាចប្រើបាន 550m),no,Pibor Airport,836a46fffffffff,6.79846435,33.126115299999995,description,south-sudan,https://www.openstreetmap.org/way/254760296,06ad8bca5b9e0ace,km
បោះបង់ចោល,no,BLC Gas Station,836940fffffffff,15.336570649999999,119.96618345,description,philippines,https://www.openstreetmap.org/way/1080703682,5e6b5a174f4e6e8a,km
ហាងអាហារឆ្ងាញ់ក្នុងតំបន់ដែលបម្រើអាហារពេលព្រឹកពេញលេញ សាំងវិចជាមួយនំប៉័ងដុតថ្មីៗ ព្រមទាំងសាឡាត់ធ្វើនៅផ្ទះជាច្រើនប្រភេទ។,no,Calabash Deli,832ad3fffffffff,33.8911925,-78.5662103,description,us-north-carolina,https://www.openstreetmap.org/way/349880224,081a02879c3a55a9,km
បឺហ្គឺ និងស្រាបៀរ,no,Kite Cable Cafe.,836589fffffffff,12.388952450000001,99.96708555000001,description,thailand,https://www.openstreetmap.org/way/321076261,5d7dd65f62b249e5,km
"មានផ្កាឈូកតែ 4 ម៉ោងមិនសូវសមរម្យក្នុងមួយថ្ងៃប៉ុណ្ណោះ (9-11, 21-23)។",no,Rada Tilly Camping Municipal,83cf9efffffffff,-45.91740615,-67.55084740000001,description,argentina,https://www.openstreetmap.org/way/496391696,a50fa7112a365a2a,km
បោះបង់ចោល,no,,830a2efffffffff,66.45463755,86.05173195,description,russia-siberian-fed-district,https://www.openstreetmap.org/way/204214264,f43bc8a1b83a25b4,km
ចំពោះការរឹតបន្តឹង និងសកម្មភាពហាមឃាត់នៅក្នុងតំបន់នេះ អ្នកធ្វើដំណើរតាមសមុទ្រត្រូវបានណែនាំឱ្យយោងទៅបទប្បញ្ញត្តិតំបន់ការពារសមុទ្រ Niuē Moana Mahu ឆ្នាំ 2020 ស្របតាមច្បាប់តំបន់សមុទ្រ Niuē ឆ្នាំ 2013។,no,Niuē Moana Mahu Marine Protected Area,839ba5fffffffff,-20.3330657,-168.2733568,description,niue,https://www.openstreetmap.org/relation/13460178,f5a9a17080054b5e,km
ថ្លៃសេវារួមបញ្ចូលថ្លៃសេវាបម្រើសម្រាប់មនុស្ស 2 នាក់៖ Rs. 5889.15,no,National Park Office - Marine Park - Pigeon Island,836113fffffffff,8.69350235,81.1947702,description,sri-lanka,https://www.openstreetmap.org/way/658409583,930bf4390a6004ac,km
ការកំដៅទឹក,no,Mariental Abattoir Solar Water Heating,83ad9dfffffffff,-24.560816350000003,17.9620812,description,namibia,https://www.openstreetmap.org/way/1085106308,4220b789641c75b1,km
អាចជាសំណង់ដែលលែងមានទៀតហើយ។,no,,836ac0fffffffff,1.0821684999999999,30.2394529,description,congo-democratic-republic,https://www.openstreetmap.org/way/635454166,b0fb6cddcdf4244e,km
បើកជាសាធារណៈ;,no,Swenson Forest Preserve,832754fffffffff,46.856983549999995,-91.09465929999999,description,us-wisconsin,https://www.openstreetmap.org/relation/10768565,da998f3729b6db77,km
បណ្តាញច្រកទឹកបត់ជាប់គ្នា,no,,8359a2fffffffff,15.67243465,-2.1903658999999998,description,mali,https://www.openstreetmap.org/way/683188553,42fcf317b6e0d476,km
គ្មានសេវាកម្មក្នុងរដូវរងារ,no,Mobilstellplatz Ottenschlag,831e33fffffffff,48.4239068,15.2275785,description,austria,https://www.openstreetmap.org/way/1433377208,ec1b06bffd05a147,km
អគារដែលបានសាងសង់,no,,839621fffffffff,-15.7420654,28.1708032,description,zambia,https://www.openstreetmap.org/way/508424914,f6254e484fc4012a,km
ជួលបន្ទប់ឯករាជ្យចំនួនបី,no,Casa El Chechy,834430fffffffff,22.616627049999998,-83.7097584,description,cuba,https://www.openstreetmap.org/way/655181725,c9273b8b3965b330,km
បានបុកនឹងថ្មប៉ប្រះទឹកផ្កាថ្មក្នុងឆ្នាំ 2010,no,Nand Aparajita,836008fffffffff,10.54110005,72.61883485,description,india-southern-zone,https://www.openstreetmap.org/way/1481582099,07c5371c1c77df1c,km
ផ្លូវរត់ និងទីលានបាល់ទាត់?,yes,,832e01fffffffff,39.4783446,141.9493776,description,japan-tohoku,https://www.openstreetmap.org/way/929335762,f3b92f514916209a,km
ប្រទេសសមាសភាគនៃព្រះរាជាណាចក្រហូឡង់។,no,Aruba,836773fffffffff,12.54041475,-69.9654068,description,venezuela,https://www.openstreetmap.org/relation/1231749,ada65a916e621803,km
ត្រូវបាន Pieridae Energy ទិញយកក្នុងឆ្នាំ 2019,no,Waterton Gas Plant,8312c8fffffffff,49.307058049999995,-114.00047065,description,canada-alberta,https://www.openstreetmap.org/way/685968468,ec53bd73a7830fe1,km
"នេះជាផ្នែកខ្ពស់បំផុតរបស់ VAB ហើយតាម JAXA បានឱ្យដឹងថា ""VAB មានកម្ពស់ 81 ម៉ែត្រ ទទឹង 64 ម៉ែត្រ និងជម្រៅ 34.5 ម៉ែត្រ។""",no,,834b73fffffffff,30.40357835,130.97348465,description,japan-kyushu,https://www.openstreetmap.org/way/874877644,d51fed9ce5233386,km
អគារក្រៅមួយនៅជាប់ផ្ទះ,yes,,836488fffffffff,17.713385350000003,95.20114095,description,myanmar,https://www.openstreetmap.org/way/690726088,5d9aaa49dc85073f,km
អគារសម្រាប់ WYSEF,yes,WYSEF Building,832896fffffffff,44.6574896,-111.1083461,description,us-montana,https://www.openstreetmap.org/way/1337238568,fbbead90db822e4b,km
Makgadikgadi Pans គឺជាប្រព័ន្ធវាលអំបិលធំបំផុតនៅលើពិភពលោក។,yes,Ntwetwe Pan,839746fffffffff,-20.529714,25.24333895,description,botswana,https://www.openstreetmap.org/relation/9468993,9fe96f2d3391781b,km
តំបន់ស្ថិតក្រោមការត្រួតពិនិត្យចរាចរណ៍សកម្ម,no,,833865fffffffff,39.05822685,8.4700571,description,italy,https://www.openstreetmap.org/way/973150204,16813ea64ca047e0,km
នាយកដ្ឋានមាន៖ 1. ភូមិសាស្ត្រ និងការសិក្សាបរិស្ថាន 2. រុក្ខជាតិវិទ្យា 3. សត្វវិទ្យា 4. ស្ថិតិ 5. វិស្វកម្មហ្សែន 6. វិទ្យាសាស្ត្រមនុស្ស 7. ចិត្តវិទ្យាគ្លីនិក,no,Sir Jagadish Chandra Bose Academic Building,833cf4fffffffff,24.37128115,88.63689685,description,bangladesh,https://www.openstreetmap.org/way/1095670066,a2eeffe7750dfd0d,km
ប្រាសាទបាក់បែកនៃទីក្រុង Hun ពីឆ្នាំ 200 មុន គ.ស.,yes,高昌故城 قوچۇ قەدىمىي شەھىرى,832586fffffffff,42.8552772,89.5277799,description,china-xinjiang,https://www.openstreetmap.org/way/187178575,73eff7ddcd11aa77,km
អាងស្តុកទឹកដែលមនុស្សបង្កើតនៅក្នុងដីកសិកម្ម,yes,,837ae5fffffffff,2.7130276999999996,41.85499055,description,somalia,https://www.openstreetmap.org/way/800424758,e9349189d8fe2b14,km
កោះអាក់ទិកមួយ ជាផ្នែកនៃប្រទេសន័រវែស ប៉ុន្តែមានលេខកូដប្រទេស US FIPS ដែលបានកំណត់។,yes,Jan Mayen,830704fffffffff,70.99315125,-8.50285025,description,norway,https://www.openstreetmap.org/relation/9353234,efcf5e159387bf28,km
នៅថ្ងៃទី 2017-10-24 អត្ថបទមួយបានអះអាងថា កោះ Henderson ដែលគ្មានមនុស្សរស់នៅ មានដង់ស៊ីតេសំណល់ប្លាស្ទិកខ្ពស់បំផុតលើឆ្នេររបស់ខ្លួននៅលើផែនដី។,yes,Henderson Island,83a1a4fffffffff,-24.3767563,-128.32430929999998,description,pitcairn-islands,https://www.openstreetmap.org/relation/10018175,c9b73d09aead8cf9,km
