sentence,label,polygon_name,h3_cell,latitude,longitude,source,region,source_url,source_item_id,language
"उत्तरपूर्वी अफ्रिकामा रहेको त्रिभुजाकार भूभाग, जसमा इजिप्ट र सुडानबीच विवाद छ र जसको प्रशासन इजिप्टले गर्छ।",no,مثلث حلايب,8353a0fffffffff,22.650665150000002,35.5948757,description,egypt,https://www.openstreetmap.org/relation/4081614,332917270763f114,ne
निजी टेनिस पाठहरू उपलब्ध छन्।,no,,83674cfffffffff,10.46229565,-66.83131295000001,description,venezuela,https://www.openstreetmap.org/way/585252064,9aac252603938bf9,ne
यस क्षेत्रमा रहेका धेरैमध्ये एउटा।,no,Tar-o Sar (outer site),834353fffffffff,30.58889775,62.066776450000006,description,afghanistan,https://www.openstreetmap.org/way/548041915,8b35cc09a4fcea4c,ne
"११,००० मिटरको उचाइमा उडान गर्दा रे मार्टिनले संयोगवश पत्ता लगाए।",no,Running Man Rock,839d4dfffffffff,-22.2342085,138.59343255,description,australia,https://www.openstreetmap.org/way/1357774915,e52f2c6daf4c67e0,ne
तातोपानीका लागि कपडा फेर्ने कोठा,no,,831b20fffffffff,60.50744835,-45.333777749999996,description,greenland,https://www.openstreetmap.org/way/235199923,dbaf8c246c238ba4,ne
"फिल्म/पुस्तक ""We of the Never Never"" मा उल्लेख गरिएका केही पुरुषहरू: Aeneas James Gunn, The Maluka, John McLennan, Tom Pearce, J.H. George Conway, William Cleary, Jack Angus Grant, Edward Liddle।",no,Elsey Cemetery,839c4bfffffffff,-15.07868075,133.1233692,description,australia,https://www.openstreetmap.org/way/263012688,a4b350fa988b3ed7,ne
कोपेन–गेगर जलवायु वर्गीकरण प्रणालीमा BW भनेर वर्गीकृत अष्ट्रेलियाली मुख्यभूमिका भागहरू।,no,,83b81bfffffffff,-26.442344900000002,128.98425255,description,australia,https://www.openstreetmap.org/relation/8043873,625e874a2fcd67a6,ne
संरचनाको एउटा कुनो हराइरहेको जस्तो देखिन्छ।,no,,836a12fffffffff,4.7370529,22.7134542,description,central-african-republic,https://www.openstreetmap.org/way/847721727,9a79fc0926438312,ne
अतिथिगृह,no,La caz' a Chisy,83a250fffffffff,-21.13996735,55.4892943,description,reunion,https://www.openstreetmap.org/way/1019728759,083f49bdf6a21995,ne
स्थानीय कलाकारहरूले बनाएका हस्तकलाका वस्तुहरू बेचिन्छन्।,no,Local Artists Tamarindo,836d6afffffffff,10.29873755,-85.84095925,description,costa-rica,https://www.openstreetmap.org/way/392328154,411885f8b3daaeb5,ne
भित्रका समकालीन सजावट र सिँढीको रोटुन्डा सुरक्षित राखिएका छन्।,no,"Beer, Sondheimer & Co. Gebäude",831faefffffffff,50.1159844,8.6676173,description,hessen,https://www.openstreetmap.org/way/42730588,6b03f260f8e42fab,ne
"विद्युत् आपूर्तिले अष्ट्रेलियाको क्विन्सल्यान्डमा केप योर्क प्रायद्वीपको पश्चिमी भागमा अवस्थित वेइपाको बक्साइट खानी, प्रशोधन सुविधाहरू र बस्तीलाई सञ्चालनमा सहयोग गर्छ।",no,Weipa Solar Farm,839ce4fffffffff,-12.64685385,141.85648745,description,australia,https://www.openstreetmap.org/way/1229842269,1c891733227be641,ne
अनुसन्धान विद्यार्थीहरूका लागि,no,ABU Institute lib,835818fffffffff,11.15120385,7.65502275,description,nigeria,https://www.openstreetmap.org/way/483941738,45361615e390b1a7,ne
स्क्र्याप धातु वा त्यस्तै केही?,no,,83540cfffffffff,15.16910425,-12.176872849999999,description,mauritania,https://www.openstreetmap.org/way/1079848653,8dfac4a3dba8ddef,ne
हवाईपट्टी?,yes,Airstrip,8352e6fffffffff,15.22977665,44.983853100000005,description,yemen,https://www.openstreetmap.org/way/798881102,e589688820307ef6,ne
सन् १९६६ देखि १९८९ सम्म पूर्व सोभियत सङ्घले डुबाएको आणविक फोहोर,no,,830111fffffffff,72.5,35.0,description,russia-northwestern-fed-district,https://www.openstreetmap.org/relation/11285920,e9088cc3698b77f3,ne
