sentence,label,polygon_name,h3_cell,latitude,longitude,source,region,source_url,source_item_id,language
"Հյուսիսարևելյան Աֆրիկայում գտնվող եռանկյունաձև տարածք, որի շուրջ վիճում են Եգիպտոսն ու Սուդանը, և որը կառավարվում է Եգիպտոսի կողմից։",no,مثلث حلايب,8353a0fffffffff,22.650665150000002,35.5948757,description,egypt,https://www.openstreetmap.org/relation/4081614,332917270763f114,hy
Առաջարկվում են թենիսի անհատական դասեր։,no,,83674cfffffffff,10.46229565,-66.83131295000001,description,venezuela,https://www.openstreetmap.org/way/585252064,9aac252603938bf9,hy
Տարածքում գտնվող մի քանի նման վայրերից մեկը։,no,Tar-o Sar (outer site),834353fffffffff,30.58889775,62.066776450000006,description,afghanistan,https://www.openstreetmap.org/way/548041915,8b35cc09a4fcea4c,hy
Ռեյ Մարտինը պատահաբար հայտնաբերել է այն՝ 11 000 մետր բարձրության վրա թռչելիս։,no,Running Man Rock,839d4dfffffffff,-22.2342085,138.59343255,description,australia,https://www.openstreetmap.org/way/1357774915,e52f2c6daf4c67e0,hy
Տաք աղբյուրների հանդերձափոխման սենյակ։,no,,831b20fffffffff,60.50744835,-45.333777749999996,description,greenland,https://www.openstreetmap.org/way/235199923,dbaf8c246c238ba4,hy
"«We of the Never Never» ֆիլմում/գրքում հիշատակված մի քանի տղամարդ՝ Aeneas James Gunn, The Maluka, John McLennan, Tom Pearce, J.H. George Conway, William Cleary, Jack Angus Grant և Edward Liddle։",no,Elsey Cemetery,839c4bfffffffff,-15.07868075,133.1233692,description,australia,https://www.openstreetmap.org/way/263012688,a4b350fa988b3ed7,hy
"Ավստրալիայի մայրցամաքի այն հատվածները, որոնք Կյոպպեն–Գայգերի կլիմայական դասակարգման համակարգում դասվում են BW դասին։",no,,83b81bfffffffff,-26.442344900000002,128.98425255,description,australia,https://www.openstreetmap.org/relation/8043873,625e874a2fcd67a6,hy
Թվում է՝ կառույցից մի անկյուն է պակասում։,no,,836a12fffffffff,4.7370529,22.7134542,description,central-african-republic,https://www.openstreetmap.org/way/847721727,9a79fc0926438312,hy
Հյուրատուն։,no,La caz' a Chisy,83a250fffffffff,-21.13996735,55.4892943,description,reunion,https://www.openstreetmap.org/way/1019728759,083f49bdf6a21995,hy
Վաճառում է տեղացի նկարիչների պատրաստած ձեռագործ իրեր։,no,Local Artists Tamarindo,836d6afffffffff,10.29873755,-85.84095925,description,costa-rica,https://www.openstreetmap.org/way/392328154,411885f8b3daaeb5,hy
Ներսում պահպանվել են ժամանակակից կահավորանքը և սանդուղքի ռոտոնդան։,no,"Beer, Sondheimer & Co. Gebäude",831faefffffffff,50.1159844,8.6676173,description,hessen,https://www.openstreetmap.org/way/42730588,6b03f260f8e42fab,hy
"Էլեկտրաէներգիան սպասարկում է Ավստրալիայի Քվինսլենդ նահանգի Քեյփ Յորք թերակղզու արևմտյան կողմում գտնվող Ուեյպայի բոքսիտահանքը, վերամշակման օբյեկտներն ու ավանը։",no,Weipa Solar Farm,839ce4fffffffff,-12.64685385,141.85648745,description,australia,https://www.openstreetmap.org/way/1229842269,1c891733227be641,hy
Հետազոտող ուսանողների համար։,no,ABU Institute lib,835818fffffffff,11.15120385,7.65502275,description,nigeria,https://www.openstreetmap.org/way/483941738,45361615e390b1a7,hy
Մետաղաջարդոն կամ նման մի բան։,no,,83540cfffffffff,15.16910425,-12.176872849999999,description,mauritania,https://www.openstreetmap.org/way/1079848653,8dfac4a3dba8ddef,hy
Թռիչքուղի՞,yes,Airstrip,8352e6fffffffff,15.22977665,44.983853100000005,description,yemen,https://www.openstreetmap.org/way/798881102,e589688820307ef6,hy
Նախկին ԽՍՀՄ-ի կողմից 1966-ից 1989 թվականներին թափված միջուկային թափոններ։,no,,830111fffffffff,72.5,35.0,description,russia-northwestern-fed-district,https://www.openstreetmap.org/relation/11285920,e9088cc3698b77f3,hy
Անցնել նավարկության։,no,Launchpad 41/15,8321a9fffffffff,45.9736039,63.66350095,description,kazakhstan,https://www.openstreetmap.org/way/169401013,e316f8b8e6426ef9,hy
Բացվել է 2019 թվականի հունիսին։,no,Trison,8372d6fffffffff,-4.262987799999999,139.68465105,description,indonesia-papua,https://www.openstreetmap.org/way/767407882,e0c46181d6f78444,hy
Պլայա։,yes,,8338d4fffffffff,26.347407500000003,1.4621255,description,algeria,https://www.openstreetmap.org/way/1251874682,4d89e54803598cc9,hy
"Սուրբ Անվան հանգստյան տան նախկին տեղանքը, որը պատկանում և կառավարվում էր Գրին Բեյի կաթոլիկ թեմի կողմից։",no,,832740fffffffff,45.19913735,-87.34064065,description,us-wisconsin,https://www.openstreetmap.org/relation/11195573,ef1b719ae03b0453,hy
"Արվեստ և ժամանց, պարի դպրոցներ, պարի ստուդիաներ, երեխաների զբաղմունքներ, երաժշտական դպրոցներ, ոչ առևտրային կազմակերպություններ, մասնավոր դպրոցներ, մասնավոր կրկնուսույցներ, հանրային արվեստ, երիտասարդական ակումբ։",no,San Angelo Broadway Academy,83488afffffffff,31.4527921,-100.46448895,description,us-texas,https://www.openstreetmap.org/way/782694783,27f525c411d99115,hy
Այն գտնվում է Մհամիդ Էլ Ղիզլան օազիսային քաղաքից 20 րոպե քայլելու հեռավորության վրա։,no,Desert Camp Chraika,8338a4fffffffff,29.8385325,-5.7381302000000005,description,morocco,https://www.openstreetmap.org/way/1175183601,3e235c9d8355bc59,hy
Մեծ աղոթքներ։,no,2nd biggest Mosque,8358b5fffffffff,9.454903250000001,0.81155555,description,togo,https://www.openstreetmap.org/way/403445668,51f860d83e26c40a,hy
Լողալու հիանալի վայր։,no,Jhaji Beach,83640bfffffffff,11.388757049999999,92.5899435,description,india-southern-zone,https://www.openstreetmap.org/relation/9964540,42cbd0df454cc48c,hy
Ծածկած տարածքում անվճար զբաղմունք։,yes,,83a813fffffffff,-22.95501775,-47.054361,description,brazil-sudeste,https://www.openstreetmap.org/way/548704198,49b3ad4c9313791f,hy
"Լավ, հյուսիս-արևմուտք (օգտագործելի՝ 550 մ)։",no,Pibor Airport,836a46fffffffff,6.79846435,33.126115299999995,description,south-sudan,https://www.openstreetmap.org/way/254760296,06ad8bca5b9e0ace,hy
Լքված։,no,BLC Gas Station,836940fffffffff,15.336570649999999,119.96618345,description,philippines,https://www.openstreetmap.org/way/1080703682,5e6b5a174f4e6e8a,hy
"Տեղական դելի, որը մատուցում է լիարժեք նախաճաշ, թարմ թխված հացով սենդվիչներ և տնական աղցանների բազմազանություն։",no,Calabash Deli,832ad3fffffffff,33.8911925,-78.5662103,description,us-north-carolina,https://www.openstreetmap.org/way/349880224,081a02879c3a55a9,hy
Բուրգերներ և գարեջուր։,no,Kite Cable Cafe.,836589fffffffff,12.388952450000001,99.96708555000001,description,thailand,https://www.openstreetmap.org/way/321076261,5d7dd65f62b249e5,hy
"Ցնցուղները հասանելի են օրական միայն 4 անհարմար ժամ (9–11, 21–23)։",no,Rada Tilly Camping Municipal,83cf9efffffffff,-45.91740615,-67.55084740000001,description,argentina,https://www.openstreetmap.org/way/496391696,a50fa7112a365a2a,hy
Լքված։,no,,830a2efffffffff,66.45463755,86.05173195,description,russia-siberian-fed-district,https://www.openstreetmap.org/way/204214264,f43bc8a1b83a25b4,hy
Այս տարածքում սահմանափակումների և արգելված գործունեության մասին նավաստիներին խորհուրդ է տրվում ծանոթանալ Նիուե Մոանա Մահու ծովային պահպանվող տարածքի 2020 թվականի կանոնակարգին՝ համաձայն 2013 թվականի Նիուեի ծովային գոտիների մասին օրենքի։,no,Niuē Moana Mahu Marine Protected Area,839ba5fffffffff,-20.3330657,-168.2733568,description,niue,https://www.openstreetmap.org/relation/13460178,f5a9a17080054b5e,hy
"Երկու անձի համար վճարը՝ ներառյալ սպասարկման վճարը՝ 5 889,15 ռուփի։",no,National Park Office - Marine Park - Pigeon Island,836113fffffffff,8.69350235,81.1947702,description,sri-lanka,https://www.openstreetmap.org/way/658409583,930bf4390a6004ac,hy
Ջրի տաքացում։,no,Mariental Abattoir Solar Water Heating,83ad9dfffffffff,-24.560816350000003,17.9620812,description,namibia,https://www.openstreetmap.org/way/1085106308,4220b789641c75b1,hy
"Հնարավոր է, որ կառույցն այլևս գոյություն չունի։",no,,836ac0fffffffff,1.0821684999999999,30.2394529,description,congo-democratic-republic,https://www.openstreetmap.org/way/635454166,b0fb6cddcdf4244e,hy
Բաց է հանրության համար։,no,Swenson Forest Preserve,832754fffffffff,46.856983549999995,-91.09465929999999,description,us-wisconsin,https://www.openstreetmap.org/relation/10768565,da998f3729b6db77,hy
Հյուսվածքաձև հուներ։,no,,8359a2fffffffff,15.67243465,-2.1903658999999998,description,mali,https://www.openstreetmap.org/way/683188553,42fcf317b6e0d476,hy
Ձմռանը ծառայություններ չկան։,no,Mobilstellplatz Ottenschlag,831e33fffffffff,48.4239068,15.2275785,description,austria,https://www.openstreetmap.org/way/1433377208,ec1b06bffd05a147,hy
Կառուցված շենք։,no,,839621fffffffff,-15.7420654,28.1708032,description,zambia,https://www.openstreetmap.org/way/508424914,f6254e484fc4012a,hy
Վարձակալության են տրվում երեք առանձին սենյակներ։,no,Casa El Chechy,834430fffffffff,22.616627049999998,-83.7097584,description,cuba,https://www.openstreetmap.org/way/655181725,c9273b8b3965b330,hy
2010 թվականին բախվել է կորալային խութին։,no,Nand Aparajita,836008fffffffff,10.54110005,72.61883485,description,india-southern-zone,https://www.openstreetmap.org/way/1481582099,07c5371c1c77df1c,hy
Վազքուղի և ֆուտբոլի դաշտ՞,yes,,832e01fffffffff,39.4783446,141.9493776,description,japan-tohoku,https://www.openstreetmap.org/way/929335762,f3b92f514916209a,hy
Նիդերլանդների Թագավորության բաղկացուցիչ երկիր։,no,Aruba,836773fffffffff,12.54041475,-69.9654068,description,venezuela,https://www.openstreetmap.org/relation/1231749,ada65a916e621803,hy
2019 թվականին ձեռք է բերել Pieridae Energy-ն։,no,Waterton Gas Plant,8312c8fffffffff,49.307058049999995,-114.00047065,description,canada-alberta,https://www.openstreetmap.org/way/685968468,ec53bd73a7830fe1,hy
"Սա VAB-ի ամենաբարձր հատվածն է, և ըստ JAXA-ի՝ «VAB-ի բարձրությունը 81 մետր է, լայնությունը՝ 64 մետր, իսկ խորությունը՝ 34,5 մետր»։",no,,834b73fffffffff,30.40357835,130.97348465,description,japan-kyushu,https://www.openstreetmap.org/way/874877644,d51fed9ce5233386,hy
