sentence,label,polygon_name,h3_cell,latitude,longitude,source,region,source_url,source_item_id,language
"טריטוריה בצורת משולש בצפון־מזרח אפריקה, השנויה במחלוקת בין מצרים לסודאן ומנוהלת על ידי מצרים.",no,مثلث حلايب,8353a0fffffffff,22.650665150000002,35.5948757,description,egypt,https://www.openstreetmap.org/relation/4081614,332917270763f114,he
מוצעים שיעורי טניס פרטיים.,no,,83674cfffffffff,10.46229565,-66.83131295000001,description,venezuela,https://www.openstreetmap.org/way/585252064,9aac252603938bf9,he
אחד ממספר אתרים באזור.,no,Tar-o Sar (outer site),834353fffffffff,30.58889775,62.066776450000006,description,afghanistan,https://www.openstreetmap.org/way/548041915,8b35cc09a4fcea4c,he
"ריי מרטין גילה אותו במקרה בעת שטס מעליו בגובה 11,000 מטר.",no,Running Man Rock,839d4dfffffffff,-22.2342085,138.59343255,description,australia,https://www.openstreetmap.org/way/1357774915,e52f2c6daf4c67e0,he
חדר החלפה למעיינות חמים,no,,831b20fffffffff,60.50744835,-45.333777749999996,description,greenland,https://www.openstreetmap.org/way/235199923,dbaf8c246c238ba4,he
"כמה גברים המוזכרים בסרט/בספר ״We of the Never Never״: אניאס ג'יימס גאן, המאלוקה, ג'ון מקלנן, טום פירס, ג'יי. ה'. ג'ורג' קונוויי, ויליאם קלירי, ג'ק אנגוס גרנט ואדוארד לידל.",no,Elsey Cemetery,839c4bfffffffff,-15.07868075,133.1233692,description,australia,https://www.openstreetmap.org/way/263012688,a4b350fa988b3ed7,he
חלקים מיבשת אוסטרליה המסווגים כ-BW במערכת סיווג האקלים Köppen–Geiger.,no,,83b81bfffffffff,-26.442344900000002,128.98425255,description,australia,https://www.openstreetmap.org/relation/8043873,625e874a2fcd67a6,he
נראה שחסרה פינה במבנה.,no,,836a12fffffffff,4.7370529,22.7134542,description,central-african-republic,https://www.openstreetmap.org/way/847721727,9a79fc0926438312,he
בית הארחה,no,La caz' a Chisy,83a250fffffffff,-21.13996735,55.4892943,description,reunion,https://www.openstreetmap.org/way/1019728759,083f49bdf6a21995,he
מוכר עבודות יד שנעשו בידי אמנים מקומיים,no,Local Artists Tamarindo,836d6afffffffff,10.29873755,-85.84095925,description,costa-rica,https://www.openstreetmap.org/way/392328154,411885f8b3daaeb5,he
