sentence,label,polygon_name,h3_cell,latitude,longitude,source,region,source_url,source_item_id,language
"triangulforma teritorio en nordorienta Afriko, pri kiu disputas Egiptio kaj Sudano kaj kiu estas administrata de Egiptio.",no,مثلث حلايب,8353a0fffffffff,22.650665150000002,35.5948757,description,egypt,https://www.openstreetmap.org/relation/4081614,332917270763f114,eo
Privataj tenislecionoj ofertataj.,no,,83674cfffffffff,10.46229565,-66.83131295000001,description,venezuela,https://www.openstreetmap.org/way/585252064,9aac252603938bf9,eo
Unu el pluraj en la areo.,no,Tar-o Sar (outer site),834353fffffffff,30.58889775,62.066776450000006,description,afghanistan,https://www.openstreetmap.org/way/548041915,8b35cc09a4fcea4c,eo
Malkovrita hazarde de Ray Martin dum li flugis super ĝi je 11 000 metroj.,no,Running Man Rock,839d4dfffffffff,-22.2342085,138.59343255,description,australia,https://www.openstreetmap.org/way/1357774915,e52f2c6daf4c67e0,eo
Ŝanĝejo por termofontoj.,no,,831b20fffffffff,60.50744835,-45.333777749999996,description,greenland,https://www.openstreetmap.org/way/235199923,dbaf8c246c238ba4,eo
"Pluraj viroj menciitaj en la filmo/libro ""We of the Never Never"": Aeneas James Gunn, The Maluka, John McLennan, Tom Pearce, J.H. George Conway, William Cleary, Jack Angus Grant, Edward Liddle.",no,Elsey Cemetery,839c4bfffffffff,-15.07868075,133.1233692,description,australia,https://www.openstreetmap.org/way/263012688,a4b350fa988b3ed7,eo
La partoj de la aŭstralia ĉeftero klasifikitaj kiel BW laŭ la klimata klasifiko Köppen–Geiger.,no,,83b81bfffffffff,-26.442344900000002,128.98425255,description,australia,https://www.openstreetmap.org/relation/8043873,625e874a2fcd67a6,eo
"Ŝajnas, ke angulo mankas al la strukturo.",no,,836a12fffffffff,4.7370529,22.7134542,description,central-african-republic,https://www.openstreetmap.org/way/847721727,9a79fc0926438312,eo
Gastejo,no,La caz' a Chisy,83a250fffffffff,-21.13996735,55.4892943,description,reunion,https://www.openstreetmap.org/way/1019728759,083f49bdf6a21995,eo
Vendas manfaritaĵojn faritajn de lokaj artistoj.,no,Local Artists Tamarindo,836d6afffffffff,10.29873755,-85.84095925,description,costa-rica,https://www.openstreetmap.org/way/392328154,411885f8b3daaeb5,eo
Interne konserviĝis la nuntempaj mebloj kaj la ŝtupara rotondo.,no,"Beer, Sondheimer & Co. Gebäude",831faefffffffff,50.1159844,8.6676173,description,hessen,https://www.openstreetmap.org/way/42730588,6b03f260f8e42fab,eo
"Elektro provizas la baŭksitminejon Weipa, la prilaborajn instalaĵojn kaj la urboparton situantan ĉe la okcidenta flanko de la Duoninsulo Kabo Jork en Kvinslando, Aŭstralio.",no,Weipa Solar Farm,839ce4fffffffff,-12.64685385,141.85648745,description,australia,https://www.openstreetmap.org/way/1229842269,1c891733227be641,eo
Por esplorstudentoj.,no,ABU Institute lib,835818fffffffff,11.15120385,7.65502275,description,nigeria,https://www.openstreetmap.org/way/483941738,45361615e390b1a7,eo
Ruba metalo aŭ io simila?,no,,83540cfffffffff,15.16910425,-12.176872849999999,description,mauritania,https://www.openstreetmap.org/way/1079848653,8dfac4a3dba8ddef,eo
