sentence,label,polygon_name,h3_cell,latitude,longitude,source,region,source_url,source_item_id,language
Misrning shimoli-sharqiy Afrikadagi Misr va Sudan o‘rtasida bahsli bo‘lgan va Misr tomonidan boshqariladigan uchburchak shaklidagi hudud.,no,مثلث حلايب,8353a0fffffffff,22.650665150000002,35.5948757,description,egypt,https://www.openstreetmap.org/relation/4081614,332917270763f114,uz
Xususiy tennis mashg‘ulotlari taklif etiladi.,no,,83674cfffffffff,10.46229565,-66.83131295000001,description,venezuela,https://www.openstreetmap.org/way/585252064,9aac252603938bf9,uz
Hududdagi bir nechta obyektlardan biri.,no,Tar-o Sar (outer site),834353fffffffff,30.58889775,62.066776450000006,description,afghanistan,https://www.openstreetmap.org/way/548041915,8b35cc09a4fcea4c,uz
Ray Martin tomonidan 11 000 metr balandlikdan uchib o‘tayotganda tasodifan kashf etilgan.,no,Running Man Rock,839d4dfffffffff,-22.2342085,138.59343255,description,australia,https://www.openstreetmap.org/way/1357774915,e52f2c6daf4c67e0,uz
Issiq buloqlar uchun kiyinish xonasi,no,,831b20fffffffff,60.50744835,-45.333777749999996,description,greenland,https://www.openstreetmap.org/way/235199923,dbaf8c246c238ba4,uz
"«We of the Never Never» filmi/kitobida tilga olingan bir nechta erkak: Aeneas James Gunn, The Maluka, John McLennan, Tom Pearce, J.H. George Conway, William Cleary, Jack Angus Grant, Edward Liddle.",no,Elsey Cemetery,839c4bfffffffff,-15.07868075,133.1233692,description,australia,https://www.openstreetmap.org/way/263012688,a4b350fa988b3ed7,uz
Köppen–Geiger iqlim tasnifida BW deb tasniflangan Avstraliya materigining qismlari.,no,,83b81bfffffffff,-26.442344900000002,128.98425255,description,australia,https://www.openstreetmap.org/relation/8043873,625e874a2fcd67a6,uz
Inshootning bir burchagi yo‘qolganga o‘xshaydi.,no,,836a12fffffffff,4.7370529,22.7134542,description,central-african-republic,https://www.openstreetmap.org/way/847721727,9a79fc0926438312,uz
Mehmon uyi,no,La caz' a Chisy,83a250fffffffff,-21.13996735,55.4892943,description,reunion,https://www.openstreetmap.org/way/1019728759,083f49bdf6a21995,uz
Mahalliy rassomlar yaratgan hunarmandchilik buyumlarini sotadi,no,Local Artists Tamarindo,836d6afffffffff,10.29873755,-85.84095925,description,costa-rica,https://www.openstreetmap.org/way/392328154,411885f8b3daaeb5,uz
Ichkarida zamonaviy jihozlar va zinapoya rotundasi saqlanib qolgan.,no,"Beer, Sondheimer & Co. Gebäude",831faefffffffff,50.1159844,8.6676173,description,hessen,https://www.openstreetmap.org/way/42730588,6b03f260f8e42fab,uz
"Elektr energiyasi Avstraliyaning Kvinslend shtatidagi Keyp-York yarimorolining g‘arbiy tomonida joylashgan Weipa boksit koni, qayta ishlash inshootlari va shaharchasini ta’minlaydi.",no,Weipa Solar Farm,839ce4fffffffff,-12.64685385,141.85648745,description,australia,https://www.openstreetmap.org/way/1229842269,1c891733227be641,uz
tadqiqotchi talabalar uchun,no,ABU Institute lib,835818fffffffff,11.15120385,7.65502275,description,nigeria,https://www.openstreetmap.org/way/483941738,45361615e390b1a7,uz
Metallolom yoki shunga o‘xshash narsa?,no,,83540cfffffffff,15.16910425,-12.176872849999999,description,mauritania,https://www.openstreetmap.org/way/1079848653,8dfac4a3dba8ddef,uz
Uchish-qo‘nish yo‘lagi?,yes,Airstrip,8352e6fffffffff,15.22977665,44.983853100000005,description,yemen,https://www.openstreetmap.org/way/798881102,e589688820307ef6,uz
Sobiq SSSR tomonidan cho‘ktirilgan yadroviy chiqindilar,no,,830111fffffffff,72.5,35.0,description,russia-northwestern-fed-district,https://www.openstreetmap.org/relation/11285920,e9088cc3698b77f3,uz
Navigatsiyaga o‘tish,no,Launchpad 41/15,8321a9fffffffff,45.9736039,63.66350095,description,kazakhstan,https://www.openstreetmap.org/way/169401013,e316f8b8e6426ef9,uz
2019-yil iyun oyida ochilgan,no,Trison,8372d6fffffffff,-4.262987799999999,139.68465105,description,indonesia-papua,https://www.openstreetmap.org/way/767407882,e0c46181d6f78444,uz
Plyaja,yes,,8338d4fffffffff,26.347407500000003,1.4621255,description,algeria,https://www.openstreetmap.org/way/1251874682,4d89e54803598cc9,uz
Muqaddas Ism dam olish uyining sobiq joyi; Green Bay katolik yeparxiyasiga tegishli bo‘lgan va u tomonidan boshqarilgan.,no,,832740fffffffff,45.19913735,-87.34064065,description,us-wisconsin,https://www.openstreetmap.org/relation/11195573,ef1b719ae03b0453,uz
