sentence,label,polygon_name,h3_cell,latitude,longitude,source,region,source_url,source_item_id,language
قلمروی مثلث‌شکل در شمال‌شرق آفریقا که مورد مناقشهٔ مصر و سودان است و ادارهٔ آن بر عهدهٔ مصر است.,no,مثلث حلايب,8353a0fffffffff,22.650665150000002,35.5948757,description,egypt,https://www.openstreetmap.org/relation/4081614,332917270763f114,fa
ارائهٔ کلاس‌های خصوصی تنیس.,no,,83674cfffffffff,10.46229565,-66.83131295000001,description,venezuela,https://www.openstreetmap.org/way/585252064,9aac252603938bf9,fa
یکی از چند مورد در این منطقه.,no,Tar-o Sar (outer site),834353fffffffff,30.58889775,62.066776450000006,description,afghanistan,https://www.openstreetmap.org/way/548041915,8b35cc09a4fcea4c,fa
ری مارتین آن را به‌طور اتفاقی هنگام پرواز در ارتفاع ۱۱٬۰۰۰ متری کشف کرد.,no,Running Man Rock,839d4dfffffffff,-22.2342085,138.59343255,description,australia,https://www.openstreetmap.org/way/1357774915,e52f2c6daf4c67e0,fa
رختکن برای چشمه‌های آب گرم,no,,831b20fffffffff,60.50744835,-45.333777749999996,description,greenland,https://www.openstreetmap.org/way/235199923,dbaf8c246c238ba4,fa
چند مردِ ذکرشده در فیلم/کتاب «ما از هرگز هرگز»: Aeneas James Gunn، The Maluka، John McLennan، Tom Pearce، J.H. George Conway، William Cleary، Jack Angus Grant و Edward Liddle.,no,Elsey Cemetery,839c4bfffffffff,-15.07868075,133.1233692,description,australia,https://www.openstreetmap.org/way/263012688,a4b350fa988b3ed7,fa
بخش‌هایی از سرزمین اصلی استرالیا که در سامانهٔ طبقه‌بندی اقلیمی کوپن–گایگر در ردهٔ BW قرار می‌گیرند.,no,,83b81bfffffffff,-26.442344900000002,128.98425255,description,australia,https://www.openstreetmap.org/relation/8043873,625e874a2fcd67a6,fa
به نظر می‌رسد گوشه‌ای از سازه کم است.,no,,836a12fffffffff,4.7370529,22.7134542,description,central-african-republic,https://www.openstreetmap.org/way/847721727,9a79fc0926438312,fa
مهمان‌خانه,no,La caz' a Chisy,83a250fffffffff,-21.13996735,55.4892943,description,reunion,https://www.openstreetmap.org/way/1019728759,083f49bdf6a21995,fa
صنایع‌دستی ساخته‌شده توسط هنرمندان محلی را می‌فروشد,no,Local Artists Tamarindo,836d6afffffffff,10.29873755,-85.84095925,description,costa-rica,https://www.openstreetmap.org/way/392328154,411885f8b3daaeb5,fa
در داخل، مبلمان معاصر و روتوندای راه‌پله حفظ شده‌اند.,no,"Beer, Sondheimer & Co. Gebäude",831faefffffffff,50.1159844,8.6676173,description,hessen,https://www.openstreetmap.org/way/42730588,6b03f260f8e42fab,fa
تأمین برق از معدن بوکسیت ویپا، تأسیسات فرآوری و شهرک واقع در سمت غربی شبه‌جزیرهٔ کیپ یورک در کوئینزلند استرالیا پشتیبانی می‌کند.,no,Weipa Solar Farm,839ce4fffffffff,-12.64685385,141.85648745,description,australia,https://www.openstreetmap.org/way/1229842269,1c891733227be641,fa
برای دانشجویان پژوهشی,no,ABU Institute lib,835818fffffffff,11.15120385,7.65502275,description,nigeria,https://www.openstreetmap.org/way/483941738,45361615e390b1a7,fa
ضایعات فلزی یا چیزی شبیه آن؟,no,,83540cfffffffff,15.16910425,-12.176872849999999,description,mauritania,https://www.openstreetmap.org/way/1079848653,8dfac4a3dba8ddef,fa
باند فرود؟,yes,Airstrip,8352e6fffffffff,15.22977665,44.983853100000005,description,yemen,https://www.openstreetmap.org/way/798881102,e589688820307ef6,fa
پسماند هسته‌ای که اتحاد جماهیر شوروی سابق از سال ۱۹۶۶ تا ۱۹۸۹ در آن غوطه‌ور کرد,no,,830111fffffffff,72.5,35.0,description,russia-northwestern-fed-district,https://www.openstreetmap.org/relation/11285920,e9088cc3698b77f3,fa
پرش به ناوبری,no,Launchpad 41/15,8321a9fffffffff,45.9736039,63.66350095,description,kazakhstan,https://www.openstreetmap.org/way/169401013,e316f8b8e6426ef9,fa
در ژوئن ۲۰۱۹ افتتاح شد,no,Trison,8372d6fffffffff,-4.262987799999999,139.68465105,description,indonesia-papua,https://www.openstreetmap.org/way/767407882,e0c46181d6f78444,fa
پلیا,yes,,8338d4fffffffff,26.347407500000003,1.4621255,description,algeria,https://www.openstreetmap.org/way/1251874682,4d89e54803598cc9,fa
محل سابق خانهٔ خلوتگاه نام مقدس؛ متعلق به اسقف‌نشین کاتولیک گرین‌بی و اداره‌شده توسط آن بود.,no,,832740fffffffff,45.19913735,-87.34064065,description,us-wisconsin,https://www.openstreetmap.org/relation/11195573,ef1b719ae03b0453,fa
هنر و سرگرمی، مدارس رقص، استودیوهای رقص، فعالیت‌های کودکان، مدارس موسیقی، سازمان‌های غیرانتفاعی، مدارس خصوصی، معلمان خصوصی، هنر عمومی، باشگاه جوانان,no,San Angelo Broadway Academy,83488afffffffff,31.4527921,-100.46448895,description,us-texas,https://www.openstreetmap.org/way/782694783,27f525c411d99115,fa
در فاصلهٔ ۲۰ دقیقه پیاده‌روی از شهر واحه‌ای محامید الغزلان قرار دارد.,no,Desert Camp Chraika,8338a4fffffffff,29.8385325,-5.7381302000000005,description,morocco,https://www.openstreetmap.org/way/1175183601,3e235c9d8355bc59,fa
نمازهای باشکوه,no,2nd biggest Mosque,8358b5fffffffff,9.454903250000001,0.81155555,description,togo,https://www.openstreetmap.org/way/403445668,51f860d83e26c40a,fa
جای فوق‌العاده‌ای برای شنا.,no,Jhaji Beach,83640bfffffffff,11.388757049999999,92.5899435,description,india-southern-zone,https://www.openstreetmap.org/relation/9964540,42cbd0df454cc48c,fa
محوطهٔ سرپوشیدهٔ رایگان برای فعالیت‌ها,yes,,83a813fffffffff,-22.95501775,-47.054361,description,brazil-sudeste,https://www.openstreetmap.org/way/548704198,49b3ad4c9313791f,fa
خوب، شمال‌غربی (۵۵۰ متر قابل استفاده),no,Pibor Airport,836a46fffffffff,6.79846435,33.126115299999995,description,south-sudan,https://www.openstreetmap.org/way/254760296,06ad8bca5b9e0ace,fa
متروکه,no,BLC Gas Station,836940fffffffff,15.336570649999999,119.96618345,description,philippines,https://www.openstreetmap.org/way/1080703682,5e6b5a174f4e6e8a,fa
اغذیه‌فروشی محلی که صبحانهٔ کامل، ساندویچ با نان تازه‌پخت و انواع سالادهای خانگی سرو می‌کند.,no,Calabash Deli,832ad3fffffffff,33.8911925,-78.5662103,description,us-north-carolina,https://www.openstreetmap.org/way/349880224,081a02879c3a55a9,fa
برگر و آبجو,no,Kite Cable Cafe.,836589fffffffff,12.388952450000001,99.96708555000001,description,thailand,https://www.openstreetmap.org/way/321076261,5d7dd65f62b249e5,fa
دوش‌ها فقط ۴ ساعت نامناسب در روز در دسترس‌اند (۹–۱۱، ۲۱–۲۳).,no,Rada Tilly Camping Municipal,83cf9efffffffff,-45.91740615,-67.55084740000001,description,argentina,https://www.openstreetmap.org/way/496391696,a50fa7112a365a2a,fa
متروکه,no,,830a2efffffffff,66.45463755,86.05173195,description,russia-siberian-fed-district,https://www.openstreetmap.org/way/204214264,f43bc8a1b83a25b4,fa
برای محدودیت‌ها و فعالیت‌های ممنوع در این محدوده، به دریانوردان توصیه می‌شود طبق قانون مناطق دریایی نیوئهٔ ۲۰۱۳ به مقررات منطقهٔ حفاظت‌شدهٔ دریایی نیوئه موآنا ماهو در سال ۲۰۲۰ مراجعه کنند.,no,Niuē Moana Mahu Marine Protected Area,839ba5fffffffff,-20.3330657,-168.2733568,description,niue,https://www.openstreetmap.org/relation/13460178,f5a9a17080054b5e,fa
هزینه، شامل هزینهٔ خدمات برای ۲ نفر: ۵۸۸۹٫۱۵ روپیه,no,National Park Office - Marine Park - Pigeon Island,836113fffffffff,8.69350235,81.1947702,description,sri-lanka,https://www.openstreetmap.org/way/658409583,930bf4390a6004ac,fa
گرم‌کردن آب,no,Mariental Abattoir Solar Water Heating,83ad9dfffffffff,-24.560816350000003,17.9620812,description,namibia,https://www.openstreetmap.org/way/1085106308,4220b789641c75b1,fa
ممکن است این سازه دیگر وجود نداشته باشد.,no,,836ac0fffffffff,1.0821684999999999,30.2394529,description,congo-democratic-republic,https://www.openstreetmap.org/way/635454166,b0fb6cddcdf4244e,fa
برای عموم آزاد است؛,no,Swenson Forest Preserve,832754fffffffff,46.856983549999995,-91.09465929999999,description,us-wisconsin,https://www.openstreetmap.org/relation/10768565,da998f3729b6db77,fa
آبراهه‌های به‌هم‌پیوسته,no,,8359a2fffffffff,15.67243465,-2.1903658999999998,description,mali,https://www.openstreetmap.org/way/683188553,42fcf317b6e0d476,fa
در زمستان خدماتی ارائه نمی‌شود,no,Mobilstellplatz Ottenschlag,831e33fffffffff,48.4239068,15.2275785,description,austria,https://www.openstreetmap.org/way/1433377208,ec1b06bffd05a147,fa
ساختمان تازه‌ساخته‌شده,no,,839621fffffffff,-15.7420654,28.1708032,description,zambia,https://www.openstreetmap.org/way/508424914,f6254e484fc4012a,fa
اجارهٔ سه اتاق مستقل,no,Casa El Chechy,834430fffffffff,22.616627049999998,-83.7097584,description,cuba,https://www.openstreetmap.org/way/655181725,c9273b8b3965b330,fa
در سال ۲۰۱۰ به صخرهٔ مرجانی برخورد کرد,no,Nand Aparajita,836008fffffffff,10.54110005,72.61883485,description,india-southern-zone,https://www.openstreetmap.org/way/1481582099,07c5371c1c77df1c,fa
مسیر و زمین فوتبال؟,yes,,832e01fffffffff,39.4783446,141.9493776,description,japan-tohoku,https://www.openstreetmap.org/way/929335762,f3b92f514916209a,fa
کشور تشکیل‌دهندهٔ پادشاهی هلند.,no,Aruba,836773fffffffff,12.54041475,-69.9654068,description,venezuela,https://www.openstreetmap.org/relation/1231749,ada65a916e621803,fa
در سال ۲۰۱۹ توسط Pieridae Energy خریداری شد,no,Waterton Gas Plant,8312c8fffffffff,49.307058049999995,-114.00047065,description,canada-alberta,https://www.openstreetmap.org/way/685968468,ec53bd73a7830fe1,fa
این بلندترین بخش VAB است و طبق JAXA، «VAB دارای ارتفاع ۸۱ متر، عرض ۶۴ متر و عمق ۳۴٫۵ متر است.»,no,,834b73fffffffff,30.40357835,130.97348465,description,japan-kyushu,https://www.openstreetmap.org/way/874877644,d51fed9ce5233386,fa
ساختمان فرعی کنار خانه,yes,,836488fffffffff,17.713385350000003,95.20114095,description,myanmar,https://www.openstreetmap.org/way/690726088,5d9aaa49dc85073f,fa
ساختمان برای WYSEF,yes,WYSEF Building,832896fffffffff,44.6574896,-111.1083461,description,us-montana,https://www.openstreetmap.org/way/1337238568,fbbead90db822e4b,fa
پان‌های ماکگادیکگادی بزرگ‌ترین مجموعهٔ پهنه‌های نمکی مسطح جهان هستند.,yes,Ntwetwe Pan,839746fffffffff,-20.529714,25.24333895,description,botswana,https://www.openstreetmap.org/relation/9468993,9fe96f2d3391781b,fa
منطقه تحت نظارت فعال ترافیکی,no,,833865fffffffff,39.05822685,8.4700571,description,italy,https://www.openstreetmap.org/way/973150204,16813ea64ca047e0,fa
گروه‌ها عبارت‌اند از: ۱. جغرافیا و مطالعات محیط‌زیست ۲. گیاه‌شناسی ۳. جانورشناسی ۴. آمار ۵. مهندسی ژنتیک ۶. علوم انسانی ۷. روان‌شناسی بالینی,no,Sir Jagadish Chandra Bose Academic Building,833cf4fffffffff,24.37128115,88.63689685,description,bangladesh,https://www.openstreetmap.org/way/1095670066,a2eeffe7750dfd0d,fa
ویرانه‌های شهر هون از ۲۰۰ سال پیش از میلاد,yes,高昌故城 قوچۇ قەدىمىي شەھىرى,832586fffffffff,42.8552772,89.5277799,description,china-xinjiang,https://www.openstreetmap.org/way/187178575,73eff7ddcd11aa77,fa
مخزن آب مصنوعی در زمین کشاورزی,yes,,837ae5fffffffff,2.7130276999999996,41.85499055,description,somalia,https://www.openstreetmap.org/way/800424758,e9349189d8fe2b14,fa
