sentence,label,polygon_name,h3_cell,latitude,longitude,source,region,source_url,source_item_id,language
"Египет, Судан хоёрын хооронд маргаантай бөгөөд Египетийн захиргаанд байдаг Африкийн зүүн хойд хэсгийн гурвалжин хэлбэртэй нутаг дэвсгэр.",no,مثلث حلايب,8353a0fffffffff,22.650665150000002,35.5948757,description,egypt,https://www.openstreetmap.org/relation/4081614,332917270763f114,mn
Хувийн теннисний хичээл санал болгоно.,no,,83674cfffffffff,10.46229565,-66.83131295000001,description,venezuela,https://www.openstreetmap.org/way/585252064,9aac252603938bf9,mn
Тус бүсийн олон зүйлийн нэг.,no,Tar-o Sar (outer site),834353fffffffff,30.58889775,62.066776450000006,description,afghanistan,https://www.openstreetmap.org/way/548041915,8b35cc09a4fcea4c,mn
"11,000 метрийн өндөрт нисэж явахдаа Рэй Мартин санамсаргүйгээр олж илрүүлсэн.",no,Running Man Rock,839d4dfffffffff,-22.2342085,138.59343255,description,australia,https://www.openstreetmap.org/way/1357774915,e52f2c6daf4c67e0,mn
Халуун рашааны хувцас солих өрөө.,no,,831b20fffffffff,60.50744835,-45.333777749999996,description,greenland,https://www.openstreetmap.org/way/235199923,dbaf8c246c238ba4,mn
"“We of the Never Never” кино/номд дурдагдсан хэд хэдэн эрэгтэй: Aeneas James Gunn, The Maluka, John McLennan, Tom Pearce, J.H. George Conway, William Cleary, Jack Angus Grant, Edward Liddle.",no,Elsey Cemetery,839c4bfffffffff,-15.07868075,133.1233692,description,australia,https://www.openstreetmap.org/way/263012688,a4b350fa988b3ed7,mn
Кёппен–Гейгерийн уур амьсгалын ангиллаар BW гэж ангилагддаг Австралийн эх газрын хэсгүүд.,no,,83b81bfffffffff,-26.442344900000002,128.98425255,description,australia,https://www.openstreetmap.org/relation/8043873,625e874a2fcd67a6,mn
Барилгын нэг булан дутуу байгаа бололтой.,no,,836a12fffffffff,4.7370529,22.7134542,description,central-african-republic,https://www.openstreetmap.org/way/847721727,9a79fc0926438312,mn
Зочны буудал.,no,La caz' a Chisy,83a250fffffffff,-21.13996735,55.4892943,description,reunion,https://www.openstreetmap.org/way/1019728759,083f49bdf6a21995,mn
Орон нутгийн уран бүтээлчдийн хийсэн гар урлалыг зардаг.,no,Local Artists Tamarindo,836d6afffffffff,10.29873755,-85.84095925,description,costa-rica,https://www.openstreetmap.org/way/392328154,411885f8b3daaeb5,mn
Доторх орчин үеийн тавилга болон шатны ротонда хадгалагдан үлджээ.,no,"Beer, Sondheimer & Co. Gebäude",831faefffffffff,50.1159844,8.6676173,description,hessen,https://www.openstreetmap.org/way/42730588,6b03f260f8e42fab,mn
"Квинслэндийн Австралийн Кейп-Йоркийн хойгийн баруун талд байрлах Вейпа бокситын уурхай, боловсруулах байгууламж болон сууринг цахилгаан эрчим хүчээр хангадаг.",no,Weipa Solar Farm,839ce4fffffffff,-12.64685385,141.85648745,description,australia,https://www.openstreetmap.org/way/1229842269,1c891733227be641,mn
Судалгааны оюутнуудад зориулсан.,no,ABU Institute lib,835818fffffffff,11.15120385,7.65502275,description,nigeria,https://www.openstreetmap.org/way/483941738,45361615e390b1a7,mn
Хаягдал төмөр гэх мэт үү?,no,,83540cfffffffff,15.16910425,-12.176872849999999,description,mauritania,https://www.openstreetmap.org/way/1079848653,8dfac4a3dba8ddef,mn
Онгоцны зурвас уу?,yes,Airstrip,8352e6fffffffff,15.22977665,44.983853100000005,description,yemen,https://www.openstreetmap.org/way/798881102,e589688820307ef6,mn
1966–1989 онд хуучин ЗХУ-ын булсан цөмийн хаягдал.,no,,830111fffffffff,72.5,35.0,description,russia-northwestern-fed-district,https://www.openstreetmap.org/relation/11285920,e9088cc3698b77f3,mn
Навигац руу очих.,no,Launchpad 41/15,8321a9fffffffff,45.9736039,63.66350095,description,kazakhstan,https://www.openstreetmap.org/way/169401013,e316f8b8e6426ef9,mn
2019 оны 6-р сард нээгдсэн.,no,Trison,8372d6fffffffff,-4.262987799999999,139.68465105,description,indonesia-papua,https://www.openstreetmap.org/way/767407882,e0c46181d6f78444,mn
Плайя.,yes,,8338d4fffffffff,26.347407500000003,1.4621255,description,algeria,https://www.openstreetmap.org/way/1251874682,4d89e54803598cc9,mn
"Ариун нэрийн бясалгалын өргөөний хуучин байр; Грин-Бэйгийн Католик епарх эзэмшиж, ажиллуулдаг байв.",no,,832740fffffffff,45.19913735,-87.34064065,description,us-wisconsin,https://www.openstreetmap.org/relation/11195573,ef1b719ae03b0453,mn
"Урлаг ба үзвэр үйлчилгээ, бүжгийн сургууль, бүжгийн студи, хүүхдийн үйл ажиллагаа, хөгжмийн сургууль, ашгийн бус байгууллага, хувийн сургууль, хувийн багш, нийтийн урлаг, залуучуудын клуб.",no,San Angelo Broadway Academy,83488afffffffff,31.4527921,-100.46448895,description,us-texas,https://www.openstreetmap.org/way/782694783,27f525c411d99115,mn
М’хамид Эль-Гизлан баян бүрдийн хотоос 20 минут алхах зайд байрладаг.,no,Desert Camp Chraika,8338a4fffffffff,29.8385325,-5.7381302000000005,description,morocco,https://www.openstreetmap.org/way/1175183601,3e235c9d8355bc59,mn
Том мөргөлүүд.,no,2nd biggest Mosque,8358b5fffffffff,9.454903250000001,0.81155555,description,togo,https://www.openstreetmap.org/way/403445668,51f860d83e26c40a,mn
Усанд сэлэхэд сайхан газар.,no,Jhaji Beach,83640bfffffffff,11.388757049999999,92.5899435,description,india-southern-zone,https://www.openstreetmap.org/relation/9964540,42cbd0df454cc48c,mn
Үнэгүй үйл ажиллагааны битүү талбай.,yes,,83a813fffffffff,-22.95501775,-47.054361,description,brazil-sudeste,https://www.openstreetmap.org/way/548704198,49b3ad4c9313791f,mn
"Зүгээр, баруун хойд чиглэл (550 м ашиглах боломжтой).",no,Pibor Airport,836a46fffffffff,6.79846435,33.126115299999995,description,south-sudan,https://www.openstreetmap.org/way/254760296,06ad8bca5b9e0ace,mn
Орхигдсон.,no,BLC Gas Station,836940fffffffff,15.336570649999999,119.96618345,description,philippines,https://www.openstreetmap.org/way/1080703682,5e6b5a174f4e6e8a,mn
"Бүтэн өглөөний цай, шинэхэн жигнэсэн талхтай сэндвич, төрөл бүрийн гар хийцийн салат санал болгодог орон нутгийн дели.",no,Calabash Deli,832ad3fffffffff,33.8911925,-78.5662103,description,us-north-carolina,https://www.openstreetmap.org/way/349880224,081a02879c3a55a9,mn
"Бургер, шар айраг.",no,Kite Cable Cafe.,836589fffffffff,12.388952450000001,99.96708555000001,description,thailand,https://www.openstreetmap.org/way/321076261,5d7dd65f62b249e5,mn
"Өдөрт ердөө дөрвөн тохиромжгүй цагт (9–11, 21–23) шүршүүр ажиллана.",no,Rada Tilly Camping Municipal,83cf9efffffffff,-45.91740615,-67.55084740000001,description,argentina,https://www.openstreetmap.org/way/496391696,a50fa7112a365a2a,mn
Орхигдсон.,no,,830a2efffffffff,66.45463755,86.05173195,description,russia-siberian-fed-district,https://www.openstreetmap.org/way/204214264,f43bc8a1b83a25b4,mn
Энэ бүсийн хязгаарлалт болон хориглосон үйл ажиллагааны талаар далайчид 2013 оны Ниуэгийн Далайн бүсийн тухай хуулийн дагуу 2020 оны Niuē Moana Mahu далайн тусгай хамгаалалттай газрын журмыг үзнэ үү.,no,Niuē Moana Mahu Marine Protected Area,839ba5fffffffff,-20.3330657,-168.2733568,description,niue,https://www.openstreetmap.org/relation/13460178,f5a9a17080054b5e,mn
2 хүний үйлчилгээний хураамж багтсан төлбөр: Rs. 5889.15.,no,National Park Office - Marine Park - Pigeon Island,836113fffffffff,8.69350235,81.1947702,description,sri-lanka,https://www.openstreetmap.org/way/658409583,930bf4390a6004ac,mn
Ус халаалт.,no,Mariental Abattoir Solar Water Heating,83ad9dfffffffff,-24.560816350000003,17.9620812,description,namibia,https://www.openstreetmap.org/way/1085106308,4220b789641c75b1,mn
Барилга одоо байхгүй болсон байж магадгүй.,no,,836ac0fffffffff,1.0821684999999999,30.2394529,description,congo-democratic-republic,https://www.openstreetmap.org/way/635454166,b0fb6cddcdf4244e,mn
Олон нийтэд нээлттэй;,no,Swenson Forest Preserve,832754fffffffff,46.856983549999995,-91.09465929999999,description,us-wisconsin,https://www.openstreetmap.org/relation/10768565,da998f3729b6db77,mn
Салаалсан голдирлууд.,no,,8359a2fffffffff,15.67243465,-2.1903658999999998,description,mali,https://www.openstreetmap.org/way/683188553,42fcf317b6e0d476,mn
Өвөл үйлчилгээ байхгүй.,no,Mobilstellplatz Ottenschlag,831e33fffffffff,48.4239068,15.2275785,description,austria,https://www.openstreetmap.org/way/1433377208,ec1b06bffd05a147,mn
Шинээр барьсан барилга.,no,,839621fffffffff,-15.7420654,28.1708032,description,zambia,https://www.openstreetmap.org/way/508424914,f6254e484fc4012a,mn
Гурван тусдаа өрөө түрээслүүлнэ.,no,Casa El Chechy,834430fffffffff,22.616627049999998,-83.7097584,description,cuba,https://www.openstreetmap.org/way/655181725,c9273b8b3965b330,mn
2010 онд шүрэн хад мөргөсөн.,no,Nand Aparajita,836008fffffffff,10.54110005,72.61883485,description,india-southern-zone,https://www.openstreetmap.org/way/1481582099,07c5371c1c77df1c,mn
"Гүйлтийн зам, хөл бөмбөгийн талбай юу?",yes,,832e01fffffffff,39.4783446,141.9493776,description,japan-tohoku,https://www.openstreetmap.org/way/929335762,f3b92f514916209a,mn
